sessionId,gameType,deviceType,durationMs,totalMoves,totalClicks,avgSpeed,maxSpeed,medianSpeed,speedStd,speedP95,avgAccel,maxAccel,accelStd,jerkStd,avgJerk,numDirectionChanges,directionChangeRate,smallJitterRatio,pathEfficiency,totalDistance,numPausesOver200ms,pauseTimeRatio,avgPauseDuration,overshootEvents,clickAccuracy,avgClickDistance,controlSmoothnessScore,curvatureVariance,avgInterMoveTime,interMoveTimeStd
"train_11","bubble-pop","mouse",12725.102863413875,493,4,173.32333910207814,1023.30025976701,164.0850587996394,110.26772191309871,315.4265705128336,6578.695358681034,63130.88641418474,7856.835157730745,462543.3614889736,311955.08618922136,455,35.75609603189747,0.32382892057026474,0.24799387934652997,1444.698953031428,15,0.3862086749919535,332.3923740274448,279,0.5,0,0.031060233023070594,0,26.239477511765582,55.82019161238277
"train_12","archery","trackpad",6425.157782308406,235,3,236.60402661058995,2391.171696721056,175.46204713027632,342.52467969054976,413.19061006860454,12629.174373326214,149100.83634786756,26761.152817755206,1592594.221193045,677417.46272174,204,31.750193055447063,0.21888412017167383,0.6480828779347709,942.9553653787076,8,0.44210069518608325,375.40980073179355,93,1,0,0.01454720099836615,0,29.030768876170892,66.04813307114274
"train_13","mini-golf","mouse",8224.974495396933,330,7,182.44836334082234,1686.761893153636,155.86571958165703,185.55320950150409,346.48025809268086,8004.39556053823,108766.12469636598,14864.432235749624,914427.6004004192,441019.8070150741,301,36.59585815961535,0.3475609756097561,0.44536348852744867,1023.6357584856204,8,0.3504984771953414,360.0423648909635,162,0.8571428571428571,0,0.022171975253551968,0,24.97822418938021,54.29361537251319
"train_14","mini-golf","trackpad",8531.791451580339,286,4,177.79071979338596,1284.2579981662689,153.95892951852954,156.7139416069994,331.3820084541979,7935.5558439816505,76567.34552504108,12147.950663033656,699580.8408977331,421994.3592907044,263,30.825882406125228,0.3626760563380282,0.36982892459469013,874.6395895084146,11,0.46579410357107226,364.2135394215797,145,0.75,0,0.023148450402035503,0,30.179353005237168,69.09495671236705
"train_15","bubble-pop","trackpad",5368.075296438093,192,5,251.62787186642373,4044.979327326339,178.6691757988827,444.85977740629835,397.9500159647706,14270.825792647502,268108.4462621473,36946.25182934055,2273371.447100687,773478.5012415127,167,31.109846784528223,0.18947368421052632,0.6810347148503103,818.2715810929899,6,0.4266923272065796,381.1605342673954,75,0.8,0,0.012763592088556153,0,28.06150611402266,65.08056336115504
"train_16","archery","touch",9964.49075510317,322,7,184.35226781882335,1237.9272427914966,154.1191006678948,175.31757299940722,340.3423531531854,8546.454801142001,83639.31256582733,13701.760305067433,810042.5262578476,439073.4245424888,282,28.300492913356134,0.384375,0.3628181811368899,1017.2859999605129,12,0.4841878393451553,402.0597229379924,173,0.8571428571428571,0,0.022268073445200876,0,31.0422294717302,74.42549142028257
"train_17","archery","touch",12500.837876689153,571,4,160.515276727425,1110.0824337750435,152.18648832461855,105.72546408623577,287.2759178815727,5874.5859999026225,75590.5001085359,7789.0496568367325,482134.46006143134,296229.4714465769,527,42.15717419891666,0.39191564147627417,0.2437236314493629,1535.2837291953279,9,0.25204721157816273,349.92655974576786,307,0.75,0,0.03265525017158433,0,21.921116174692177,42.72169403474173
"train_18","bubble-pop","touch",5958.0461373469525,212,8,198.44999027151115,2560.488806860638,159.61550704763795,237.218994175438,324.41863382964976,9341.208058958528,175184.9134761739,19305.324197294784,1242748.7442345866,491148.4162523322,190,31.889648992312896,0.2857142857142857,0.4717215187885091,704.639316035219,7,0.43003021666931557,365.90340883081706,97,0.875,0,0.019954168616917123,0,28.22819229410187,64.71722142093171
"train_19","bubble-pop","touch",9633.6786635972,433,9,172.7273635769198,1658.0820176521588,159.08719170368892,128.94181721078309,305.9137478526386,6204.7225953604975,94515.24326624536,9353.0103278073,532320.2631315768,317699.6587748735,391,40.58678036225896,0.35266821345707655,0.3663101003596571,1271.060076178405,8,0.2735928954297754,333.89078998710727,200,0.6666666666666666,0,0.030515747368751178,0,22.59986600831194,44.85859939602129
"train_20","archery","mouse",9487.06674727013,341,7,200.4041995068228,2232.7686953014727,166.07776804881107,240.57069960235884,325.17932393317506,9437.640254801348,139142.7870941982,20430.604744075237,1272122.661144954,501942.97972085973,316,33.30850392624547,0.29793510324483774,0.49165426438408616,1182.3889395500257,10,0.41678222091696104,395.2246688172007,167,0.8571428571428571,0,0.019533425393297832,0,27.890477044911623,66.25590394232427
"train_21","mini-golf","trackpad",6904.039536357313,273,6,201.06925880909398,2640.277595974671,162.06137996311006,266.8471497900524,353.85348759797427,10626.329307666478,178809.8869092307,22554.686961995703,1429786.0591483642,566355.5819443768,247,35.776156654271034,0.2915129151291513,0.4748557392497545,906.2071513443852,6,0.35675083596464524,410.339944417844,122,0.6666666666666666,0,0.017350400192645443,0,25.372376203426438,59.74416971663203
"train_22","archery","touch",13577.80810703574,538,5,180.53171064229417,1281.1072226036003,154.7923085471145,147.81610306350612,334.78316825409473,7523.459580539921,82766.73735149529,10926.356500352398,630778.037280755,379038.39296090783,500,36.8247949933031,0.30970149253731344,0.34187856201545475,1643.6678267961001,14,0.35605873282162515,344.875020942215,298,0.8,0,0.025704403937852116,0,25.25188762289801,53.34429273208187
"train_23","archery","mouse",12483.037462859302,474,8,162.81972469019817,1255.9406957357628,146.19150250787618,114.17638258005923,307.9216181707672,6462.694900863218,73760.95643652845,7947.815397938789,462538.0419095764,323668.05116480193,442,35.408048827465244,0.3940677966101695,0.25667293859215656,1301.9121961377941,13,0.39061415302160607,377.1104626013163,245,0.625,0,0.029969905614550152,0,26.534005715285083,60.86880318457316
"train_24","archery","mouse",8066.959650266452,316,5,194.7573770007938,2866.3125956380604,162.03075084113732,241.34419315021566,325.30588256187235,8568.47433132849,192557.69970526345,17797.72747608024,1075382.098046062,441899.5108929095,284,35.20533290266544,0.33121019108280253,0.4924501323497315,1032.2374106384063,8,0.36853778240059587,373.39215426562646,140,0.8,0,0.022128813505996048,0,25.731351843108275,58.356166600538465
"train_25","mini-golf","trackpad",5938.631384823186,194,9,228.9083982251856,3238.9407174477246,170.64858727429035,344.1143773285698,366.64939985053707,12867.150267470483,194503.56450362352,27006.287403901086,1610515.255644722,683304.8599896512,164,27.615790469689653,0.25,0.6445101887407848,811.4576556725523,9,0.4953294221532967,337.17647496485307,74,0.8888888888888888,0,0.01442366926455596,0,31.743027177529044,70.44177158832494
"train_26","bubble-pop","touch",6420.9538713458915,228,6,219.45457664735122,3043.7595878269153,163.93430860780003,345.3834472886359,324.46288419766415,12554.338863566845,193213.5126668778,29555.54499933161,1814194.200386242,709781.8095680854,196,30.525059660476362,0.2345132743362832,0.558737117449886,831.6094722791637,6,0.4261929784972438,455.51131497436523,100,0.6666666666666666,0,0.013893099085125038,0,28.24998828877391,70.76077146228954
"train_27","bubble-pop","mouse",9200.612683526946,275,8,225.3137559320273,2721.226402652406,157.46886427117482,341.52858819972886,368.5816401313787,13423.586595020635,190736.19811721644,28135.616738707453,1725762.8438669513,722864.8789176194,239,25.976530935587885,0.27472527472527475,0.5765078591579862,1066.477883192825,12,0.5409810803034868,427.6109474251111,126,0.625,0,0.01364508013369281,0,34.61763716032179,85.40575937987349
"train_28","bubble-pop","touch",8280.528104708052,301,6,192.11854318141923,2236.5551905328048,152.6754777899849,239.77559186971064,344.4075414719943,9617.977297077194,130241.2489280778,19565.47244426912,1150430.6823930491,490148.6913331095,269,32.48585073300517,0.36454849498327757,0.4948131461680322,971.3789370098427,8,0.413553272380631,427.3899913074369,139,0.8333333333333334,0,0.019994054114878757,0,27.55888345232393,67.91522757391552
"train_29","archery","mouse",13920.39484036422,517,7,177.1068421294674,1494.0347837273375,157.00493144751886,141.361492879152,328.26389692991137,7073.780850913985,101081.5191008172,10662.71876408284,615947.6586764421,378122.9785357021,482,34.625454631672554,0.3533980582524272,0.3064361980463949,1556.5317655535866,15,0.40012431840132523,371.2787664107589,287,0.8571428571428571,0,0.025765029521642058,0,26.97408505132701,61.348143711890664
"train_30","mini-golf","trackpad",14774.963417050261,561,6,173.2771119919554,996.3197157527705,155.08884566274986,129.8626986349183,333.05672837326887,7255.048514810569,67483.09875449985,9580.626254623454,554635.2737106887,360079.76911768224,510,34.51785196377959,0.32379248658318427,0.3061179512286415,1648.9981792620567,16,0.3884742533608738,360.6155143363099,296,0.8333333333333334,0,0.027021201466487343,0,26.52247947057018,58.781691772924624
"train_31","archery","touch",12568.619164549242,462,4,166.40543761886278,1171.1625977406661,144.2843935419508,133.8173640677985,312.9811141416042,6653.109052953563,67655.33440406753,9124.35765802114,509474.0721025947,333387.42464030295,416,33.09830575289926,0.41956521739130437,0.3539280066215351,1352.3428827475489,14,0.4035780316823671,362.140109808798,243,0.75,0,0.02912162555304687,0,27.250609562713443,60.73597455691651
"train_32","bubble-pop","trackpad",14026.110275024193,471,9,177.59874592645178,1374.3742409320275,154.86192007435176,158.31100640586538,321.59666489678824,8065.735720371816,89262.14424819966,12536.556744114272,754566.9770731686,404542.4052863815,430,30.657109602630605,0.3582089552238806,0.3568228940377005,1446.66670281174,18,0.46494329905798937,362.2963139516962,245,0.8888888888888888,0,0.024122984458228358,0,29.84273138088227,68.0213609073402
"train_33","mini-golf","trackpad",6638.24106103231,217,3,177.1409787969927,1100.2396648901836,158.84265867762508,140.73560654314772,321.8959076202697,7908.34397597712,66920.55846113514,9768.466736350249,569264.1340521254,379145.1014638096,194,29.224609081886992,0.2744186046511628,0.4019181299551431,706.8557041307812,9,0.4779540816392372,352.73981378115184,106,1,0,0.02569735546556784,0,30.75084575169522,70.25571015425528
"train_34","bubble-pop","trackpad",13478.051612509922,494,7,173.54404379998053,1220.1280163102551,153.88125116781467,138.36114879698673,337.64599103966293,7081.796487180287,70450.44160654605,9978.041823646432,584934.0227605617,364044.2086262764,449,33.31342043409685,0.3780487804878049,0.3239716058864416,1460.900799730916,15,0.4168007080559361,382.48847306737747,251,1,0,0.02673480772961634,0,27.92121052464681,65.05829564622293
"train_35","archery","touch",7028.498685497475,283,6,215.63572299741222,2848.6606068875617,176.33551000528905,274.8109548559238,354.3518636681791,10978.968047696613,175626.47211916884,22362.49493008767,1327619.2282598093,563621.9934200136,229,32.581638020722124,0.20640569395017794,0.6045690195314156,1047.8282256156313,8,0.36606393637069,329.84236145940463,120,0.8333333333333334,0,0.017433083310454345,0,25.561737124653696,54.15532779694033
"train_36","bubble-pop","touch",10954.074554295788,443,3,171.0855866602162,1615.3013758116354,152.09030031163863,150.4077853812069,314.7431803948763,7200.329033871527,107912.7980028504,11613.632669758912,712548.3094023704,365887.1074547707,403,36.78996322349825,0.37188208616780044,0.3264712446103606,1290.1520775895847,10,0.34223116165489476,374.55095932361917,218,1,0,0.026603732348556952,0,24.7610520433903,54.635197248788394
"train_37","bubble-pop","mouse",11365.069952325925,392,9,187.1349553449261,1726.9557572806534,152.03728549234464,176.57422102457252,329.1157921264024,8514.995685400178,108519.87020371937,14070.586188188598,850462.9798698141,432725.69565319625,355,31.236059389792604,0.35128205128205126,0.3991030636977823,1265.390045448146,15,0.465643240398921,363.39217370532066,209,0.8888888888888888,0,0.022587349454036176,0,29.938964038565427,68.62519727347015
"train_38","archery","touch",14402.68978593963,461,6,193.31821177888008,1868.9202808287007,152.6808580379017,229.65880578281673,363.0283836357054,10161.949127245322,124489.76920394767,18965.29313498839,1173884.8572349232,561475.8301993943,417,28.95292519645107,0.3420479302832244,0.4439684813348232,1514.1264512230634,18,0.4899944073497892,391.84428672195787,218,0.8333333333333334,0,0.017498552819829483,0,31.292270027003994,74.9340629151351
"train_39","bubble-pop","touch",5881.722824849627,233,3,225.025618776908,2968.817089278551,180.27958561563145,309.65559222629736,358.868616355059,11789.605241963669,188219.0667438455,25053.146600407144,1538580.5830159434,594316.4326733691,201,34.17366067486167,0.22943722943722944,0.5926167470853951,882.0827474399788,6,0.3583274296971985,350.8514485912324,102,0.6666666666666666,0,0.016547622171652843,0,25.322494478822815,55.37879915054643
"train_40","mini-golf","trackpad",6147.268217304462,288,6,193.13117077957358,2624.286794252289,159.96066986798886,223.5769771489215,352.9484902347472,9285.786864942265,179783.00077011742,18307.341820402395,1172410.2660044376,450318.27029917104,248,40.34312335711722,0.2902097902097902,0.5349820999573157,922.2076821229831,4,0.24641607419439673,386.5121335923859,115,0.5,0,0.021724099704973243,0,21.86110913743943,44.771481063178314
"train_41","mini-golf","mouse",13475.953645498046,498,4,167.39978484541902,1098.5949511484005,152.64636801586636,127.72143031145876,319.02124520231513,7020.612603021868,64888.39211829607,9310.328267521596,541952.3250459483,352260.0322961713,454,33.689637998396435,0.4012096774193548,0.298433350554123,1423.1123529085608,16,0.4139339129985983,353.794073096028,251,0.75,0,0.027604480507041784,0,27.51586297811713,61.47476142210128
"train_42","archery","touch",8433.699229153366,287,4,205.66177011055058,2244.1508622569695,166.18081719062053,246.35409249065174,331.6433204362679,9945.61971603228,148709.74194311205,19433.38864332643,1135841.4233042502,512465.4125847362,264,31.302989687776925,0.256140350877193,0.5428265537608348,1053.7977540679522,11,0.4567874822846229,350.25604353392765,132,1,0,0.019140022974014848,0,29.49158375003908,66.28310677582098
"train_43","mini-golf","trackpad",13579.573224910893,599,3,178.33999742963198,1522.1879611750276,162.891683058775,141.14443459160069,312.3515287275229,6973.935362237685,101919.08293707803,10922.936436776676,646412.9604173308,348233.7186289102,554,40.79656929009529,0.33500837520938026,0.3667949202495004,1799.0825805797813,12,0.2796750311929463,316.30595449427517,310,0.6666666666666666,0,0.027914736888179026,0,22.69518537904778,42.9884942161427
"train_44","bubble-pop","mouse",10125.367493023004,384,3,188.45163081642355,1934.671781962118,156.34268660510227,205.75039044327653,335.34291656818925,8903.99176804645,128933.31866585817,16577.89014287345,1016143.5553437292,478227.79025003966,348,34.36912292218462,0.36910994764397903,0.43583440716432376,1216.851477933963,11,0.39291444336993414,365.07984759790105,194,1,0,0.020482242509953452,0,26.686018217460457,59.66120285173842
"train_45","mini-golf","trackpad",11927.755508901271,485,6,186.2595921749609,1625.7612511205668,161.65797522410577,170.15350249671116,333.71966053978394,8103.404167010373,107557.28973953392,13028.377377790712,793166.3415981088,412379.42500627605,448,37.55945531124218,0.32091097308488614,0.39049457996476167,1529.7069117107674,14,0.35396048101508204,307.51780919918343,247,0.8333333333333334,0,0.023675395646583386,0,25.13032871858844,49.88477451330196
"train_46","mini-golf","mouse",13912.656370098439,566,8,178.4990626678314,1535.8373754924871,153.37500811022974,163.20555337286888,315.92790517698063,7892.630346044424,106192.17927917013,12992.850477606775,764708.9166996208,403095.40704266215,510,36.65726992985391,0.35815602836879434,0.3901788177331147,1714.1363147903676,15,0.33744923273140204,312.65010508616393,295,0.75,0,0.024207482895028276,0,24.597611915096966,50.12621549312569
"train_47","archery","mouse",14741.045674230949,557,9,173.51835859263602,1697.6837496589656,151.54448108211005,156.8026098481695,302.0904857721639,7319.719978324051,115812.55849473651,12617.007179164686,792672.7329196509,394081.5167103144,515,34.93646321850013,0.3927927927927928,0.3445992858073489,1634.5139644364217,16,0.39654170189430893,367.54597460645596,305,1,0,0.02474748184824549,0,26.672762355325045,61.311468258118644
"train_48","mini-golf","touch",7052.683506932988,203,3,243.08629144136782,2461.5899802209724,171.40295739441652,367.27159493823194,369.4861928515876,14908.553570648224,168493.39379940485,29799.89932859457,1814062.9595266369,830347.2607066127,177,25.096830139336888,0.2736318407960199,0.6229529269792755,841.062150117405,9,0.5428885863523162,425.16746496886213,77,0.3333333333333333,0,0.011899842443219733,0,34.89317210024538,84.73860258097321
"train_49","archery","touch",8210.93152593225,271,8,199.41400680216378,2191.100520873135,151.3364826119627,250.07347633716432,367.32644692221413,10869.124457230839,145962.89041747386,20807.33098751486,1258595.8599555448,569034.2443197179,236,28.742171245083558,0.39776951672862454,0.4786876711384814,909.9551871544825,11,0.49259519569424215,379.9501521627462,127,0.875,0,0.017270135744300474,0,31.42428261374205,73.9185378805821
"train_50","bubble-pop","mouse",5359.518640318164,240,7,183.58620501924523,2234.3440155191233,151.32652088560135,197.55216235016388,328.53746257515223,8534.567413669583,136524.85431358527,16328.351150829032,971268.1078299568,452468.8748155839,206,38.43628762671324,0.3403361344537815,0.45221200348653906,737.5687564124639,5,0.2718232216437021,291.28653922096385,105,0.8571428571428571,0,0.021623076804871744,0,22.41846968154138,40.7150087439447
"train_51","bubble-pop","mouse",12139.37228139551,477,7,175.95736972286915,1461.8922183214736,155.9242217243691,148.42067774931408,325.5283696743395,7420.5625451921815,94622.31611810149,11735.931423417844,711923.0965042489,379276.52895741747,442,36.41044938356474,0.3642105263157895,0.3200944326183909,1419.0485387880065,13,0.37242447202998014,353.6586175959855,245,0.7142857142857143,0,0.025688679527590796,0,25.93477196927066,56.46221405132182
"train_52","archery","mouse",5768.59359058205,233,5,223.82141768790945,3150.3625895990017,173.45409961459552,337.4467172739954,383.4756745457985,12281.925558867462,211657.78161935243,27864.721635664482,1720580.036726576,659806.8764680111,206,35.71061070003627,0.22077922077922077,0.6524446465538526,872.6622599128415,5,0.3428843852843622,394.70770839585236,75,1,0,0.01492967652516719,0,24.80903771516916,55.9874522721119
"train_53","archery","trackpad",9439.054577145771,382,7,176.55954009150437,1824.5887355862762,152.84160401789057,165.5610209482262,328.08971528588745,7699.706816160881,111697.04162502514,12576.821337200576,723936.4504157417,394946.7022438034,345,36.550270705641246,0.3736842105263158,0.40932224587971705,1141.3107240457202,9,0.34400183908972387,360.8581128091736,174,0.7142857142857143,0,0.02469460782021471,0,24.77954016684708,54.27443366909791
"train_54","mini-golf","trackpad",13516.81214379433,496,8,182.6280260430944,1456.7963755302637,156.70566325056535,162.47534062263955,337.7771222774265,7979.096066409628,85884.71699335943,12332.119709522602,706802.9578533588,395340.14860245096,452,33.43983738114735,0.35020242914979755,0.3763259015464484,1543.7239325096232,15,0.4186308945978467,384.0131148026305,264,0.625,0,0.02467063781981238,0,27.79718650675292,65.31735290599637
"train_55","mini-golf","trackpad",10265.824247724866,300,9,213.882850084539,2033.8007625299772,160.22479160033922,278.2362530942914,355.42015669633025,11737.398260335953,140504.7486934406,23174.79650961113,1374073.831438146,643147.3108378359,264,25.716395842107683,0.3288590604026846,0.49615622160042955,1086.7796503985878,13,0.5366560750776107,423.3807726195916,140,0.8888888888888888,0,0.01531048177657246,0,34.3010366116708,83.96055442281701
"train_56","archery","trackpad",8279.713466445513,337,9,193.0288863940287,2030.0095045745854,168.71869985646146,204.55113236356422,335.58289376245546,8730.4102695519,110499.56374804469,16006.120006422452,946129.2854761397,442992.78379680455,290,35.02536665975921,0.3402985074626866,0.4958376305952352,1095.986638694669,8,0.33892544699160165,350.87171907084524,136,0.5555555555555556,0,0.022075406844638934,0,24.648749816395018,53.03802264701844
"train_57","archery","mouse",13717.947574997213,486,5,180.0253508353082,1623.09918854153,152.8301666409539,169.72918311822582,324.72881523966,8036.841989276628,112971.31949956577,13020.377077441128,782570.8750304361,426362.77861204365,432,31.491591408861886,0.3512396694214876,0.36841638119770037,1489.0136297496629,15,0.4282469476334515,391.4027395121874,242,0.8,0,0.02291671171360532,0,28.266960064167286,67.32429352276623
"train_58","archery","trackpad",14024.536641874392,632,8,171.8126630780282,1234.0634649765468,160.3964855074329,117.27211366153531,315.41214395964425,6299.649783523112,80168.42851418244,8294.671343934302,478144.6482426139,318262.21075309935,588,41.926518858694585,0.35555555555555557,0.2868578514747716,1837.9982771761054,10,0.2602435664769681,364.7909536165604,348,0.75,0,0.0304634516932607,0,22.214405670054063,45.47764521113718
"train_59","archery","touch",12196.836802569385,400,6,172.86943569368967,1224.7462102057825,153.8029377208917,142.96690195027588,346.87453680414467,7256.430423784123,70740.92962770196,10702.255529103546,620622.3485546921,388033.92616427667,368,30.171757313541914,0.4371859296482412,0.3200784765164571,1179.5886889994663,17,0.4767279871909499,341.7772964383398,197,1,0,0.0251234865740384,0,30.54559484603537,68.26624352744147
"train_60","archery","touch",9132.328775295307,381,6,199.47505535951183,2642.620997366754,169.97840481255338,226.80798504405544,346.81568493809147,9299.677257416615,180546.61676242907,18935.78518684325,1135950.4983168594,457225.61723498214,340,37.23037227040762,0.2691292875989446,0.48528918918500463,1269.6870953141552,8,0.3326625837412337,385.6387293647655,173,0.8333333333333334,0,0.021402936035869513,0,24.405239689369616,54.1730691161288
"train_61","mini-golf","touch",14288.015780872114,641,5,173.0310817517972,917.070676129227,161.1643035089557,104.0360396379883,316.0895183305768,6357.967856777465,64211.81870503672,7091.644247898483,410664.0602344389,309369.2209018354,609,42.623133214570665,0.3442879499217527,0.24681369359814145,1863.0319264972663,12,0.27995746246555175,338.12630188495433,347,1,0,0.0313117211851599,0,22.645826635619695,44.90780813104527
"train_62","mini-golf","trackpad",13154.155009013408,524,8,167.35132872623836,1021.0133368250995,161.09510552284277,105.90333327770031,312.1569846712512,6244.167918691885,68391.20522409247,7212.7066094548945,418642.8324959846,324168.7744852697,480,36.49037126832528,0.35823754789272033,0.21975814718843426,1484.0981934644162,14,0.3536308998623399,332.132988269234,293,0.375,0,0.029924998274908576,0,25.14132450369242,52.43190006964058
"train_63","mini-golf","mouse",14800.211574574363,603,8,176.65199058149918,1530.2606616490789,157.2223305902483,144.79467893145963,308.6618595895691,7424.621237504873,106291.58749281424,11234.855026774201,719137.8021823656,398290.8214273279,562,37.97243013508491,0.33943427620632277,0.3361033157807894,1795.2886790292632,16,0.34325070287383147,317.4287891668228,312,0.75,0,0.024492345835846585,0,24.578669434952793,50.128949012025615
"train_64","archery","mouse",7634.872490715672,308,7,194.13747901511246,1870.9601216218985,171.46090338652704,206.43880806819797,325.0853535338685,9021.01573980392,130120.3350715518,16634.76711390938,989995.5775664754,425746.958583431,285,37.32871771553121,0.2875816993464052,0.42002712053772223,1002.1896349315134,6,0.34553178343796165,439.77993171082136,146,0.8571428571428571,0,0.022949098790061462,0,24.87483912412972,59.42113002502425
"train_65","bubble-pop","touch",11943.107339903212,449,6,180.77201249305318,1492.662814868331,158.86429084108636,167.2343334761453,325.18975868241006,7875.029386504001,100897.1899840271,13646.750594012885,840596.1177643732,416559.7963330639,404,33.827042536090445,0.3422818791946309,0.35846215369075435,1380.8758803894837,12,0.393280750982585,393.0399035079976,221,0.8333333333333334,0,0.023443372033570276,0,26.76931055472919,62.41120776301787
"train_66","bubble-pop","touch",11440.167246959085,381,9,181.19746068789686,1718.8678755654244,148.76146008067713,189.22728914903752,327.75550243039595,8515.397120168234,116001.8247689679,14303.960945094967,869724.5767505015,442910.3424998465,346,30.244313088339716,0.36939313984168864,0.40509951277205497,1173.2073631295887,15,0.4731290550818402,360.8344120475775,197,0.8888888888888888,0,0.02207942513479566,0,30.104817027128508,69.7487889134781
"train_67","mini-golf","touch",11306.132571398608,466,6,181.53007873288138,1565.6060960179736,160.33971876256388,155.0594835413656,320.1834667229914,7538.848957433339,100974.20385670608,11653.337482659468,710831.7371630933,378952.48707365675,426,37.67866662714201,0.31896551724137934,0.3916902264406447,1436.1142831117754,11,0.3309324823021033,339.6832309169234,234,0.6666666666666666,0,0.025710081134167617,0,24.28144023400024,50.21243492856856
